"logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene","Significant"
-2.95169374,5.74821348,-4.42247174456483,0.000257778052389094,0.00994331846982761,0.540171177725656,"GUCA2B","Down"
-2.93087899,5.257114395,-4.87337151710913,9.0097408774024e-05,0.00593892086168775,1.53145480405295,"MFSD4A-AS1","Down"
-2.93042743,9.803169285,-4.34113022822276,0.000311902006897897,0.0108313677419811,0.360539998054321,"PKIB","Down"
-2.92817039,9.119424705,-3.22154802320673,0.00424917677770414,0.0442681309470377,-2.0852409785752,"TNFRSF17","Down"
-2.92435059,9.438773205,-4.37040159823425,0.000291220812731092,0.0105640282837006,0.42519535276443,"SH3RF2","Down"
-2.91414968,8.36603586,-6.5698365605702,2.03465781118487e-06,0.00144847289578251,5.08587028740056,"AZGP1","Down"
-2.89732381,7.589016745,-5.4991127188102,2.14694038665788e-05,0.00337148572337149,2.88227686262849,"APOBEC2","Down"
-2.888978623,4.9764371585,-4.42368765941574,0.000257045084140918,0.00994331846982761,0.542855340850611,"RMST","Down"
-2.88779024,7.30828008,-3.30310899317863,0.00352329599582739,0.039686771548296,-1.91152792980483,"ORM2","Down"
-2.86474258,8.39033356,-4.74795544962658,0.000120559732108642,0.00691547244478827,1.25679006207269,"HHIP","Down"
-2.85928908,7.78952626,-3.49514719011955,0.00225991074862386,0.0307615767102357,-1.49826770682628,"HEPACAM2","Down"
-2.85784877,10.129171515,-3.96065815025422,0.000761602771060328,0.0174523072763256,-0.479656755258083,"AADAC","Down"
-2.84682367,5.172510735,-4.89523151433727,8.56470678245991e-05,0.0058789007475089,1.57922071950653,"CLUL1","Down"
-2.842309,7.6885611,-4.19877185344228,0.000435551357982175,0.0133076829076185,0.0459924604778292,"MGAM","Down"
-2.82482929,10.118866105,-4.65393054135324,0.000150075351127915,0.00768558697893597,1.05025758240682,"CYP2C18","Down"
-2.79566112,4.72840452,-4.61284335157237,0.00016517178788447,0.00793159933837377,0.959864766196579,"LOC105372793","Down"
-2.787347154,5.532570943,-3.75594936076705,0.00123034483328201,0.0225937012935545,-0.929743171133271,"SPINK7","Down"
-2.78385209,7.153001205,-4.10557915924211,0.000542039720086416,0.0145797761988484,-0.159882661946775,"CNTN3","Down"
-2.76898751,9.866164995,-4.37109529275194,0.000290747781801385,0.0105640282837006,0.426727438480922,"LINC01133","Down"
-2.76030962,6.31651642,-5.38414382596532,2.78667383743518e-05,0.00360041842762877,2.636985862967,"LOC105376301","Down"
-2.75500075,9.946369175,-3.60755296917798,0.00173989566180794,0.0269782324600821,-1.25408960751684,"BCAS1","Down"
-2.75485391,8.358543445,-7.95435842879688,1.20446224407124e-07,0.000606884081719553,7.68308102220433,"SULT1B1","Down"
-2.75354654,9.70198763,-3.50129102137204,0.00222789837060785,0.030638264971714,-1.48496054054731,"GPR155","Down"
-2.75134207,5.984781995,-6.05109393344903,6.26271246772237e-06,0.00224876011106309,4.0377286575321,"CFC1","Down"
-2.74784785,12.228438575,-3.3459418039482,0.00319213820581183,0.0376446690566114,-1.8198396822139,"SULT1C2","Down"
-2.72985384999999,12.818592775,-4.98530057085916,6.95388897970352e-05,0.00546008113748265,1.77565556429911,"AKR1C1","Down"
-2.7227756,6.03302989,-3.90391565528508,0.000870003590517562,0.0187683501845289,-0.604650125881621,"WIF1","Down"
-2.71361386,10.94999447,-3.46925484883095,0.00239986716749582,0.0318941898545167,-1.55429541230636,"CAPN8","Down"
-2.7075624,7.6500098,-4.11613383734276,0.000528776384443278,0.0143731802446307,-0.136572094762119,"ATP13A4","Down"
-2.695062692,3.236907954,-4.66358777511242,0.00014673408040148,0.00758789286957482,1.07149191275234,"CARD11-AS1","Down"
-2.69303987,5.460383615,-3.21219301540317,0.00434122201402968,0.0447468525837992,-2.10508784403668,"UNC5B-AS1","Down"
-2.69150012,8.88660033,-3.51446701052731,0.00216074218462134,0.0301271679833554,-1.45640611798156,"UGT2B15","Down"
-2.69121856,10.36205892,-3.37767345172498,0.00296664773321443,0.0360798843494966,-1.75172424508697,"ABCA8","Down"
-2.68241885,8.905993675,-5.87998212016219,9.14113314921173e-06,0.00250291257266301,3.68371822649204,"ERLN","Down"
-2.67523754,7.47939779,-3.43876638004409,0.00257561593714148,0.0332078321615696,-1.62015381803694,"AMPD1","Down"
-2.67230534999999,13.580552375,-3.44589169783968,0.00253344334066991,0.0329600614382113,-1.60477375887819,"JCHAIN","Down"
-2.66117435,11.848575425,-7.24318659816682,4.98258934049834e-07,0.000865766305775207,6.38633657662306,"PBLD","Down"
-2.65321514,4.20580443,-3.28937242803462,0.00363644251800638,0.040365645975604,-1.94086739006959,"SLC51A","Down"
-2.6318387,8.67628675,-3.1852634317753,0.00461715556519488,0.0464040430145256,-2.16212546554194,"MYRIP","Down"
-2.62642775,12.404590025,-7.03560199548861,7.6388054197708e-07,0.00101963729593778,5.99287831258712,"MT1G","Down"
-2.61846396,3.91696663,-4.43721797918936,0.00024902896793274,0.00981059507229609,0.572721465746234,"SMC1B","Down"
